parent,child,depth,root_distance_px,distance_zone,n_frames,rest_length_px,length_mean_px,length_std_px,length_cv,length_cv_ci_low,length_cv_ci_high,length_range_px,motion_gain_proxy,child_rel_motion_rms_px,parent_rel_motion_rms_px,angle_rms_delta_deg,angle_std_deg,angle_compliance_proxy,filtered_angle_rms_delta_deg,filtered_angle_std_deg,filtered_angle_compliance_proxy,motion_per_root_distance,filtered_angle_per_length,filtered_angle_per_root_distance,motion_per_root_distance_ci_low,motion_per_root_distance_ci_high,filtered_angle_per_length_ci_low,filtered_angle_per_length_ci_high,filtered_angle_per_root_distance_ci_low,filtered_angle_per_root_distance_ci_high,relative_compliance_kappa,relative_compliance_ci_low,relative_compliance_ci_high,relative_stiffness_inv_kappa,relative_stiffness_ci_low,relative_stiffness_ci_high,compliance_fit_rmse_deg,compliance_fit_r2,compliance_support_ratio,compliance_n_frames,excitation_rms_deg
24,23,1,13.820121924908689,proximal,590,13.820121924908689,14.35913846340973,0.23227334413836925,0.016175994453306045,,,1.4674644310413338,inf,1.0285110943686377,0.0,,,,,,,,,,0.06968619098226922,0.08195415697161244,,,,,,,,,,,,,,,
23,22,2,33.33235535194282,proximal,590,19.512233427034133,19.26140492183981,0.4355864819086646,0.022614470942084235,,,3.121226679283428,0.8791998929045544,0.9042668440200523,1.0285110943686377,3.904960573279935,1.0731063632914255,3.904960573279935,3.9050596997099736,1.0208104187801934,3.9050596997099736,0.027128801264485074,0.2001339167201396,0.1171552282602904,0.02414106421824804,0.03191299604518202,0.1883378885992538,0.2180284061494194,0.11025002003913877,0.12763037923942308,2.0909385360686032,1.8596999287094484,2.395888332658586,0.4782541345668662,0.41738172283278113,0.5377211584311652,1.6036246783793617,-1.4678301974001502,0.9898305084745763,584.0,1.6951001673044406
22,21,3,55.94022572582599,proximal,590,22.607870373883166,22.28409613273078,0.29148586073299165,0.013080443514370705,,,1.8878439839185432,0.7020434691749289,0.6348346322357018,0.9042668440200523,0.7272074433552,0.5519278650487102,0.7272074433552,0.7272074433552,0.5519278650487102,0.7272074433552,0.011348446024282253,0.03216611875991987,0.012999723077975879,0.009424607577509904,0.013634702974595916,0.025763135073239865,0.03909878975131648,0.010411999783757571,0.01580151597538844,0.3373280766705453,0.2577240715365622,0.41929960674228023,2.9644730728318813,2.3849294965226226,3.8801187410937454,0.47195770838337847,-0.14739494747335646,1.0,590.0,1.6951001673044406
21,20,4,75.56583630904696,proximal,590,19.62561058322097,20.260876646324558,0.39008189352116684,0.0192529622646871,,,1.972988152943639,1.3442410417786872,0.8533707673937095,0.6348346322357018,1.4081883729464204,0.5470082759042371,1.4081883729464204,1.4081883729464204,0.5470082759042371,1.4081883729464204,0.011293076462538158,0.07175258914748667,0.01863525161274273,0.00958817197202805,0.013629455373302655,0.06480783123820988,0.0782574582206737,0.016831591109803354,0.020324666215435643,0.7200974270821715,0.5988427400493941,0.8766211744017275,1.388700976272046,1.1407436064757113,1.669887489856715,0.737051423146512,-0.9338720864546677,1.0,590.0,1.6951001673044406
20,19,5,114.78967088223561,proximal,590,39.22383457318866,39.12811901848009,0.20737383404862866,0.005299867186324153,,,1.2827494596998008,0.9104195934447842,0.7769254671082445,0.8533707673937095,0.6918663415049411,0.5727390021684317,0.6918663415049411,0.6158918600395313,0.5087402280843861,0.6158918600395313,0.006768252414499068,0.015701979848255897,0.005365394423609627,0.005606877250694086,0.008125502917861026,0.011637541230483514,0.019141075201958735,0.003976568523586464,0.0065405394187847765,0.2929036578075653,0.2253484721394268,0.3724295169346753,3.4140918808770557,2.6850718176975255,4.4375716884438585,0.3895762662972349,0.006608780993071051,0.9779661016949153,577.0,1.6951001673044406
19,18,6,129.13207338982392,proximal,590,14.342402507588316,14.551125107850261,0.1431666434123782,0.009838871039266957,,,0.8058479816526489,1.26863550235622,0.9856352302582086,0.7769254671082445,1.1616449475825095,0.7267442728081299,1.1616449475825095,1.1616449475825095,0.7267442728081299,1.1616449475825095,0.007632768563103396,0.08099374891813999,0.008995789481949505,0.006799055172627765,0.008901172648343577,0.06644558310326874,0.09164095289744319,0.0073799581521594975,0.01017834994925163,0.5053427279632112,0.36470708939157503,0.6765464572567585,1.978855031773208,1.4780950949839746,2.7419264091308357,0.8066896605457543,-1.2359501839566804,1.0,590.0,1.6951001673044406
18,17,7,137.24939882027596,proximal,590,8.117325430452029,8.001039781975786,0.13495416235718963,0.016867078034183188,,,0.6520654045553158,0.728112065998759,0.7176529038244668,0.9856352302582086,2.603589791046421,1.9256663993096852,2.603589791046421,2.5439251148087547,1.8787920754314567,2.5439251148087547,0.00522882365965196,0.3133944963282187,0.018535054700967758,0.004553000535227613,0.00605462742507709,0.22597136483581684,0.3896991328593303,0.013364598476221153,0.02304793105524938,1.3312330865207456,0.975568554114969,1.6005264819018947,0.7511832526740735,0.6247944106564902,1.025043289661171,1.2079960985868197,0.5410766621578902,0.9932203389830508,586.0,1.6951001673044406
17,16,8,152.8533650991397,mid,590,15.603966278863727,15.638441811135056,0.20692467239383003,0.013231796037792795,,,1.0783348463015816,1.1353525364493222,0.8147890446473298,0.7176529038244668,2.371640221998783,0.7885180433273754,2.371640221998783,2.371640221998783,0.7885180433273754,2.371640221998783,0.005330527359465478,0.15198957621507272,0.015515786783369491,0.004861635422145867,0.005983099006447486,0.13725072101751415,0.16486030429786003,0.014011177451788254,0.016829689207813844,1.156810188097814,0.9697034485162089,1.3967942727503644,0.8644460519874372,0.7159250431568174,1.0312431099736206,1.3548923022030064,-1.9524753443432328,1.0,590.0,1.6951001673044406
16,15,9,171.38313124545132,mid,428,18.529766146311637,18.066112390934688,0.47535097882438054,0.026311747017742717,,,2.9655593517953527,1.1096558154243772,0.904135401736982,0.8147890446473298,1.3824486227760098,0.926478146764983,1.3824486227760098,1.3782591599537173,0.841369168496955,1.3782591599537173,0.0052755215473458605,0.07438081781879696,0.008041976768295845,0.0036572216651544853,0.006969264068919505,0.06386687582869313,0.08530217985811227,0.00690522028043887,0.009222783088714203,0.8227726759702543,0.6205460038690441,1.0981325246141465,1.2154025397364472,0.9106369018178133,1.6114840701013253,0.8657113276198525,-0.976521719830558,0.7067796610169491,417.0,1.6951001673044406
15,14,10,185.42056978037976,mid,428,14.037438534928437,13.599675158470315,0.6070458291932628,0.04463678890265074,,,2.618023518536752,2.5442702408546314,2.30036479634255,0.904135401736982,1.4680080469270687,1.416167409553378,1.4680080469270687,1.1240441355799782,1.1118223213286609,1.1240441355799782,0.012406200666232462,0.08007473249361648,0.006062132895564636,0.00887456937037649,0.015668053117205143,0.059297819041788775,0.10491131337497665,0.004489197131905794,0.007942409598159278,0.6657670286351948,0.54201785329152,0.8303999552200603,1.5020269208133876,1.2042389859414129,1.8449576779201735,0.6969394486853465,0.16556518070467774,0.6847457627118644,404.0,1.6951001673044406
