parent,child,depth,root_distance_px,distance_zone,n_frames,rest_length_px,length_mean_px,length_std_px,length_cv,length_cv_ci_low,length_cv_ci_high,length_range_px,motion_gain_proxy,child_rel_motion_rms_px,parent_rel_motion_rms_px,angle_rms_delta_deg,angle_std_deg,angle_compliance_proxy,filtered_angle_rms_delta_deg,filtered_angle_std_deg,filtered_angle_compliance_proxy,motion_per_root_distance,filtered_angle_per_length,filtered_angle_per_root_distance,motion_per_root_distance_ci_low,motion_per_root_distance_ci_high,filtered_angle_per_length_ci_low,filtered_angle_per_length_ci_high,filtered_angle_per_root_distance_ci_low,filtered_angle_per_root_distance_ci_high,relative_compliance_kappa,relative_compliance_ci_low,relative_compliance_ci_high,relative_stiffness_inv_kappa,relative_stiffness_ci_low,relative_stiffness_ci_high,compliance_fit_rmse_deg,compliance_fit_r2,compliance_support_ratio,compliance_n_frames,excitation_rms_deg
14,13,11,208.4475050400764,mid,590,23.026935259696632,23.17762857617674,0.473506960494212,0.020429482633995993,,,3.2714810610203386,1.4969811591080755,3.443602759200283,2.30036479634255,1.669624721939782,1.6492940949744181,1.669624721939782,1.4156552704865775,1.3351477007810009,1.4156552704865775,0.016520239753112953,0.061478232101705575,0.006791423433993137,0.011928203481351525,0.02097577089175177,0.052389691130250896,0.07110656194992944,0.005787423676286513,0.007855052994017994,0.9058835970034975,0.7603333918990225,1.0914089344500624,1.1038945879005015,0.9162468516018504,1.315212524735211,0.8100163908047655,-0.11817374081581589,0.688135593220339,406.0,1.6951001673044406
13,12,12,221.5003262140597,mid,590,13.052821173983281,13.416160469095395,0.5138762570073889,0.038302781052084255,,,2.8223324457630454,1.397396650458222,4.812078961215167,3.443602759200283,2.6961646506941377,1.7252430560447176,2.6961646506941377,2.6187994633661047,1.6593068565212385,2.6187994633661047,0.02172492945479789,0.20063091560511553,0.011823004995646263,0.016653097842864433,0.028029962231792903,0.1577978519360232,0.2437161352412353,0.009298889885015722,0.01436197943764583,1.3926129078019713,1.1540609603591994,1.6743057829897092,0.7180746310748682,0.5972624655302563,0.866505353139016,1.1673539833963846,0.478368955168439,0.9915254237288136,585.0,1.6951001673044406
12,11,13,238.95665370876443,mid,590,17.45632749470474,17.459261268953874,0.5323580274849348,0.030491440576101342,,,3.822952206645285,1.1951795274355932,5.751298258847903,4.812078961215167,2.4872347282278175,2.3651896368463166,2.4872347282278175,2.4872347282278175,2.3651896368463166,2.4872347282278175,0.024068374617672167,0.14248327599160265,0.010408727648401074,0.017807966677764516,0.029855235612883533,0.12247405899926958,0.1677921092423617,0.008947008799774737,0.012257595528316144,1.3958459413475501,1.2391267804336257,1.5510761928574743,0.7164114393846356,0.6447136540454195,0.8070199238612658,0.7918789573616025,0.6456167720958466,1.0,590.0,1.6951001673044406
11,10,14,256.9435401213235,mid,570,17.9868864125591,18.305204075713252,0.9454537668171795,0.05164945241291118,,,8.008531277146606,1.0268665084142026,5.905815561911829,5.751298258847903,2.023742841690379,1.9029342922860382,2.023742841690379,1.8357113210010119,1.739010134882531,1.8357113210010119,0.02298487659632627,0.10205831509111277,0.007144415151025888,0.017196176514574835,0.028674724753514853,0.08232870104096275,0.12608304575748516,0.005763277774635284,0.008826224708815599,0.9320073411937778,0.7804354483549161,1.1068206486465642,1.0729529219363578,0.903488746097043,1.2813359543161515,1.0051622812975578,0.2879501920714508,0.9508474576271186,561.0,1.6951001673044406
10,9,15,274.8492702350357,mid,539,17.9057301137122,19.36903093307456,2.2075716207689005,0.11397429372675795,,,9.737863366615464,1.501192885924033,8.865768307121483,5.905815561911829,4.876246354007186,4.602755788290718,4.876246354007186,2.368882909841378,2.3618281653595186,2.368882909841378,0.03225683771887033,0.13229747655066512,0.00861884373138645,0.02471723407019317,0.041311581147835265,0.08870944300012154,0.17148383749006063,0.005779194332732247,0.011171735367297686,1.509974848092893,1.2065800995522362,1.9332387143009713,0.6622626868672719,0.5172666947969663,0.8287887396544179,1.0915729984394669,0.46956243275610354,0.7237288135593221,427.0,1.6951001673044406
9,8,16,293.0080371492583,distal,536,18.15876691422262,18.842895089739294,1.0069524311423041,0.053439369393434126,,,8.4311819318283,1.385004297229225,12.279127203601925,8.865768307121483,2.6133220828815062,1.7876053245718488,2.6133220828815062,2.5969556716815685,1.7743455764808207,2.5969556716815685,0.04190713443586169,0.14301387775661883,0.008863086818190858,0.03143555241146081,0.05272023940312447,0.11043463332116832,0.17846953770801582,0.00684403330791643,0.011060402192578995,1.3487121635682675,1.109700242460712,1.7098787797607853,0.7414480472648182,0.5848367801487668,0.9011442565629646,1.3790843228586138,0.23323661420162234,0.9,531.0,1.6951001673044406
8,7,17,311.37413028504676,distal,573,18.36609313578845,18.13066217710654,1.0294126763253793,0.05677744509658403,,,8.201010671657121,1.0914954682540186,13.402611696846142,12.279127203601925,5.2354258016754045,3.322441791307266,5.2354258016754045,5.173736529111788,3.2597237192401765,5.173736529111788,0.04304343358446879,0.28170044063591104,0.016615820088764287,0.031039883074339383,0.05209097504746891,0.2231089703500703,0.34989294195317644,0.013159860535388986,0.020638086900746186,2.982089627672229,2.513203875149611,3.3736826724431053,0.33533532685286316,0.296411991610294,0.39789847926303634,1.4379850470178934,0.7918568030374288,0.9067796610169492,535.0,1.6951001673044406
7,6,18,322.54925695852404,distal,590,11.175126673477298,11.95148580624937,0.965212746352124,0.08076089969059908,,,6.452467096500767,1.0865750680723814,14.56294371684829,13.402611696846142,2.090355390037681,1.9834178001672895,2.090355390037681,2.0272177173292114,1.9052516474320316,2.0272177173292114,0.04514951872520019,0.18140445084533563,0.00628498647445307,0.035183750781915976,0.05658152132677713,0.14570171504463425,0.22427232343068912,0.005048020068376881,0.007770198100364243,1.029523540874666,0.7790126551130812,1.2463903183956908,0.9713231026756481,0.8023168868057033,1.2836761937517438,1.0730501408674016,0.3929129095649885,0.9627118644067797,568.0,1.6951001673044406
6,5,19,332.9746439565361,distal,590,10.425386998012092,9.660868625005028,0.9560715656455159,0.09896331300592738,,,4.358722209952926,1.0497003216168952,15.286726703264394,14.56294371684829,2.7333416626616165,2.6843044442716377,2.7333416626616165,2.0938736493857784,2.0066172052871254,2.0938736493857784,0.045909581947806824,0.20084373364605432,0.006288387681733195,0.033838338613720376,0.060051839324868635,0.15467179086780342,0.24511288288256572,0.0048427509623913826,0.007674448215890945,1.0905122350614391,0.9171512669359472,1.274898556988862,0.9170002571714936,0.7843761329229714,1.090332681260788,1.1305259245019221,0.23925186964482803,0.9288135593220339,548.0,1.6951001673044406
5,4,20,347.9955882460096,distal,590,15.020944289473514,14.302905416153534,1.1318086966249588,0.07913138370800574,,,6.996399070590828,1.1112424002973234,16.987258874424715,15.286726703264394,1.9652171728142587,1.9649096704518367,1.9652171728142587,1.9098792564442457,1.9086129624490575,1.9098792564442457,0.04881458112743618,0.12714774914534932,0.005488228359648309,0.0367591572989988,0.06189057184007252,0.1062803021856118,0.14853364173803774,0.004587502118187531,0.006411332881848012,0.8901255419966657,0.708911625059274,1.150643929679611,1.1234370353611827,0.8690785865254104,1.410613064662873,1.2018923998603745,-0.2907987282854987,0.9949152542372881,587.0,1.6951001673044406
4,3,21,366.9957681116624,distal,590,19.00017986565281,19.63021527129803,1.43781335510108,0.07324491021773731,,,7.380675256953502,1.1424448535655776,19.407006477272702,16.987258874424715,2.63872867038691,1.9223488043242891,2.63872867038691,2.632730831517526,1.8951544160311555,2.632730831517526,0.05288073641047521,0.13856346887940738,0.007173736212447249,0.038059595519013834,0.06795853297446108,0.10921639176858233,0.16857538394690258,0.0056543733421179024,0.008727519209262638,1.34529158350082,1.083226911420754,1.5936205050304733,0.7433332760454237,0.6275019660222545,0.9231676110118109,1.3327943953509558,0.2647288873889079,0.9966101694915255,588.0,1.6951001673044406
3,2,22,386.8608634968414,distal,590,19.865095385178957,19.585035198294165,0.9599946937907506,0.04901674590170587,,,6.421860825850665,1.084948965583198,21.055611602583443,19.407006477272702,3.117835220394977,2.810357460138852,3.117835220394977,2.9312915792006615,2.6574419583608875,2.9312915792006615,0.05442683297623192,0.1475599045644479,0.007577121016338203,0.03880204169565124,0.07014483686885672,0.10817328703099557,0.18371165062010628,0.005554639581722936,0.009433493556183614,1.5085756104661012,1.166312591056295,1.7957778531518411,0.6628769503247055,0.5568617511597329,0.8574030732998684,1.4440419196741945,0.4872960670686305,0.9864406779661017,582.0,1.6951001673044406
2,1,23,408.3361907180144,distal,583,21.475327221173,20.911010925269082,1.0790390694067065,0.05160147796120103,,,6.946886581487107,1.0268692523953864,21.621360145072487,21.055611602583443,4.596502616876706,3.99723713897653,4.596502616876706,1.279193247355711,1.2225127559533853,1.279193247355711,0.05294989921675494,0.059565716237120994,0.003132696235193824,0.03782839861945491,0.06848909828716312,0.0409219385288989,0.08196007744218406,0.0021521776428573137,0.0043104665277123875,0.7018386220204915,0.5521916508970964,0.9063529969806492,1.4248289686896187,1.1033228811857176,1.810965447187384,0.8681920696147689,0.21232598913329004,0.7288135593220338,430.0,1.6951001673044406
1,0,24,424.6417206690755,distal,583,16.305529951061104,15.844729215788432,1.054348009442975,0.06654250729588822,,,4.784147379367441,1.0780092891256865,23.30802707992004,21.621360145072487,4.421277323789747,4.05053907132432,4.421277323789747,1.9789071578475779,1.9657083335062546,1.9789071578475779,0.05488868838227993,0.12136417300063271,0.004660180715944645,0.04036330978946096,0.06883605431420532,0.0805651283210774,0.16803356624313484,0.003093565820100247,0.006452207152052868,1.1114185605868996,0.882393889743612,1.4137391614244015,0.8997510348144055,0.7073440612569988,1.1332807396145497,1.0964267801718897,0.3904655206165153,0.8203389830508474,484.0,1.6951001673044406
