frame,excitation_proxy_deg
0,0.0
1,0.2991485218294931
2,0.6255897074866356
3,0.902770804314698
4,0.887309839560008
5,0.937900661731703
6,0.992153940668922
7,1.0326308325806395
8,1.047268255950731
9,1.0347558678521431
10,0.9952765201381886
11,0.9547263859146247
12,0.9195437159614331
13,0.8968389965998067
14,0.8914293957278585
15,0.8954190777664506
16,0.8955633191525337
17,0.895282516590333
18,0.8915502673655437
19,0.8835199512679232
20,0.8734138277742965
21,0.8614085540625952
22,0.8565929967282052
23,0.872803047197332
24,0.9036586165822229
25,0.9388323653231228
26,0.9707570725759507
27,0.993721488675074
28,1.0123958772499473
29,1.023870757994044
30,1.0336776230357638
31,1.039694096463577
32,1.0353965116024393
33,1.0168758172909946
34,0.9803003390952422
35,0.9406069801817681
36,0.9077726148900627
37,0.8777341978675226
38,0.8537701643189717
39,0.847000087268351
40,0.8411526425087269
41,0.8289461798462023
42,0.8155695489394792
43,0.8068634946286244
44,0.8016302231753516
45,0.794500515915619
46,0.7869596980233547
47,0.7785472768014735
48,0.7590422719230152
49,0.7358985926229813
50,0.7200619052967024
51,0.7010228811198994
52,0.6809076951203107
53,0.6689743676118368
54,0.6572795797514279
55,0.673496162140589
56,0.6899185587282833
57,0.6942750893373315
58,0.6652034501271994
59,0.6306288695685153
60,0.6525094690432627
61,0.7075096782285402
62,0.7787586241661565
63,0.8404713686623072
64,0.8862425497955985
65,0.9248631056709273
66,0.9523383193508664
67,0.968839489771628
68,0.9743597905873579
69,0.9691839953749218
70,0.9530057065091088
71,0.9305911965960321
72,0.9034556742976109
73,0.8735737850442615
74,0.8521455921308002
75,0.8382011209988444
76,0.8298251479136237
77,0.8243513433000415
78,0.8205952958838153
79,0.8179769492992168
80,0.8137117083839019
81,0.7997396535372213
82,0.7637959460653718
83,0.736486792008552
84,0.7196891694990288
85,0.7054275214434017
86,0.7117181135211202
87,0.7291359632827862
88,0.7417413944827378
89,0.7498977751793544
90,0.7575089329569396
91,0.7603196873113213
92,0.7611001134753969
93,0.7550193130989066
94,0.7470632781853342
95,0.7324207477369691
96,0.7171423496934336
97,0.7325912373446883
98,0.7591438904878494
99,0.7766627009097452
100,0.7896739595270434
101,0.8046484095592719
102,0.8136751903932432
103,0.8199352084293815
104,0.8244272174317676
105,0.8245730262103859
106,0.8047243033899895
107,0.782491873058321
108,0.7642971425929639
109,0.7740358263906364
110,0.8071695511700218
111,0.868832325554862
112,0.9697389582703716
113,1.1888358240431758
114,1.3732298986116351
115,1.475236804075599
116,1.4724320271481952
117,1.3622592537854263
118,1.3156153284690746
119,1.2661615363078662
120,1.3660724689481323
121,1.3948079932364197
122,1.4804642332190685
123,2.2834260748522133
124,1.680316732949791
125,1.724205300693405
126,1.7423462553235565
127,1.7004366037081393
128,1.3793902806129423
129,1.6897504619908772
130,2.1205025982587555
131,2.2394962216907484
132,2.1301287138666
133,2.0651105537294208
134,2.02156893491715
135,1.973311977682387
136,2.013535720493036
137,2.0344170055108393
138,2.0786229451905394
139,2.1797582727429763
140,2.249649820736199
141,2.349784012241981
142,2.6567733305311068
143,2.6686294616018285
144,2.6813333592645194
145,2.8394442586386774
146,2.3751376421995363
147,1.8155981376956876
148,1.698425301903903
149,1.7793690445824675
150,1.8163058225482738
151,1.9545585733953716
152,2.2097455130073507
153,2.090918950324494
154,2.00532810217208
155,1.863450930881966
156,2.001767617127179
157,1.9674276134191546
158,1.7135925185493501
159,1.585462324931885
160,1.608554572840602
161,1.5534475243559955
162,1.5388149442797563
163,1.7430517204318374
164,1.9308003205071675
165,2.0741160064428863
166,2.1159304704263033
167,2.152523536060477
168,2.105408310354162
169,2.0455312578482676
170,1.9859468635784197
171,1.914337303163567
172,1.8692107465040861
173,1.8493741932259185
174,1.9276938438945674
175,1.7008851958413636
176,1.6841645205375992
177,1.7148877484071652
178,2.0033385271647886
179,1.9714763272166314
180,1.8938029885658667
181,1.8173450657602774
182,1.7474864424266934
183,1.7061477887557182
184,1.7912166032933967
185,1.9250000804491418
186,2.170619633944351
187,2.3602236545349005
188,2.62266135753244
189,2.8165386508987242
190,2.890173124647682
191,2.912393379872315
192,2.8833030926630765
193,2.751531054433317
194,2.616852678128167
195,2.5706727873716697
196,2.6045677891492405
197,2.6989679500557515
198,2.7627154440546855
199,2.782671583320868
200,2.7350936193280706
201,2.6637558397744256
202,2.5713242943510264
203,2.5616425341696996
204,2.4501431159811817
205,2.299460675992915
206,2.3677468144712064
207,2.5502041013674943
208,2.392193420483303
209,2.4310909264398277
210,2.439516039493072
211,2.453428472000682
212,2.4916363110343807
213,2.2611188888795586
214,2.2585580038647133
215,2.202105752850831
216,2.0797927766309883
217,1.999271584189192
218,1.9875591045899517
219,2.116340839442592
220,2.0729242046539533
221,2.166255249453634
222,2.3092265349867502
223,2.505569135268529
224,2.6695864226960033
225,2.7249227504697653
226,2.837793384599037
227,2.991993916730228
228,2.9849594803844766
229,2.920734027795199
230,2.81533030148235
231,2.2156982681679898
232,2.1957009090244837
233,2.2804034530596495
234,2.3478075952227204
235,2.241881097345577
236,2.288156902629907
237,2.3258224727580803
238,2.225173692334376
239,2.122320138567625
240,2.0950150470982223
241,1.9974855229799207
242,1.8832603960942071
243,1.9681659753433083
244,2.00935381899568
245,2.0240254095840418
246,2.081000359269938
247,2.0104418457782005
248,2.3319890393401796
249,2.5981345871633814
250,2.9403011782878816
251,3.0835366208625556
252,2.852522644594653
253,2.7872789151114272
254,2.8908674473005633
255,2.8523295381913765
256,2.866112396383366
257,2.6692409397241943
258,2.889765187735269
259,2.8443373571676362
260,2.860780766957796
261,2.7512079065363433
262,2.5233433653251067
263,2.440295901907221
264,2.447569090244536
265,2.44943626334471
266,2.3949342472122446
267,2.50282643780128
268,2.412901031979205
269,2.3038786090265138
270,2.253751154274905
271,2.0956965642438723
272,1.988550608344232
273,1.8918496970263803
274,1.910178982849166
275,1.9456294710985216
276,2.01612980269962
277,2.1837773281846555
278,2.4242696124783536
279,2.442457280842031
280,2.4824944290522337
281,2.524273778786931
282,2.5846939766343553
283,2.5389549052514435
284,2.432336053909237
285,2.410312963570757
286,2.3748957306274874
287,2.35027877801171
288,2.271925573265265
289,2.1256514057603915
290,2.148120128138718
291,2.0731650005795497
292,1.9932597462423187
293,1.9515489365130636
294,1.9431288590786049
295,2.0485843505374772
296,2.1658636483434677
297,2.3111537138526965
298,2.51737403072482
299,2.729903360943701
300,2.824899943001073
301,2.903576219134011
302,2.9211523520306946
303,2.9611867807846037
304,2.964967377108372
305,3.00017618313595
306,2.9698748617932336
307,2.905454472585154
308,2.6791934188371687
309,2.5588050879209785
310,2.4030812956168495
311,2.3404810068018733
312,2.209738576590039
313,2.256767695187739
314,2.3069866066474294
315,2.312190401776776
316,2.3165182137884788
317,2.3248243624568867
318,2.370383576892016
319,2.3471472617265965
320,2.4274717438070694
321,2.4401582491909872
322,2.342016147902088
323,2.2180244653754477
324,2.0903676386757737
325,1.9992017115608143
326,1.8943636308716203
327,1.8483029774708426
328,1.7885785331460131
329,1.7527721519767314
330,1.706852017907316
331,1.8907272745984458
332,1.9529605685837266
333,1.9870755132581648
334,1.9762424473707338
335,1.922249575166892
336,1.929818258068587
337,1.932977611046888
338,1.8753351434638688
339,1.9735589400341766
340,2.0875488173912937
341,2.2665152521254623
342,2.419620453050299
343,2.541092447669665
344,2.438233299639349
345,2.248377415645336
346,2.0487132107469104
347,1.9510946511660385
348,2.0181186888362768
349,2.104311193546654
350,2.240701836102501
351,2.365973378233789
352,2.3264045132276587
353,2.402452119872073
354,2.466189146731255
355,2.4127366586443695
356,2.382612985682887
357,2.2695187856139984
358,2.185085277856604
359,2.1018975636221002
360,2.037835398599143
361,1.9873809533572078
362,2.0106799177630315
363,2.0327347732120122
364,2.0428097969558623
365,2.0816427608303028
366,2.1164718197709234
367,2.1648974798377867
368,2.18836004039367
369,2.1604494191948587
370,2.193145873180823
371,2.086070343002945
372,2.107647399595027
373,2.1268636403532732
374,2.074328366509188
375,2.095248048882392
376,1.9444951655719598
377,1.7451518880400023
378,1.6405159007380345
379,1.6110301355278855
380,1.5652063977105588
381,1.4610456456784193
382,1.3885827062058054
383,1.3169326826630927
384,1.1720963403921454
385,1.3190042713585264
386,1.397100606439957
387,1.5030574796667897
388,1.4329768034895378
389,1.310362957838156
390,1.170228549823147
391,1.0840243953401938
392,1.0325292727160753
393,1.0199408469646005
394,1.088278030082205
395,1.2209020013139866
396,1.3216127658637264
397,1.4203185726770249
398,1.486426673047463
399,1.48786586637305
400,1.4372054339511708
401,1.3809514910039058
402,1.270212150473832
403,1.1768040493192544
404,1.1941814125217871
405,1.2124397438734882
406,1.1852282534449095
407,1.1692874030973295
408,1.1901043421671653
409,1.2367535561574696
410,1.2126239709421598
411,1.1304304565908054
412,1.0078490234681476
413,0.9016910581083825
414,0.8510083266988141
415,0.8549298137896425
416,0.9041994324573652
417,1.0199043581680287
418,1.0292571216657902
419,1.0615815491933216
420,1.1046989591917997
421,1.0833787570258873
422,1.032303902819848
423,1.02834393542109
424,1.029935029419371
425,1.006642259257228
426,0.9909798508029789
427,1.066797026796263
428,1.1302068586219265
429,1.1410247025255433
430,1.1796160857127016
431,1.2208145292382377
432,1.1917830286285283
433,1.1377587035778598
434,1.072946156471848
435,0.9631210822752702
436,0.9678156549627223
437,1.0646473220545303
438,1.142941519786146
439,1.176740078221091
440,1.2051657850831827
441,1.2409401447671171
442,1.255981311039853
443,1.2560827265674446
444,1.2657357467803068
445,1.2650302433020781
446,1.2880855807665363
447,1.3072229250051972
448,1.3124060449244754
449,1.3192739714978687
450,1.283140904864696
451,1.2089120515505958
452,1.15964502578658
453,1.2138836104281403
454,1.212493727908526
455,1.1416046876595516
456,1.016068744060644
457,0.8917861305759625
458,0.9549031097147623
459,1.0493970051179895
460,1.1235080782554527
461,1.1887970720695211
462,1.2256317025375152
463,1.2321181443276965
464,1.2049209817607505
465,1.1683859453968266
466,1.143906068001218
467,1.170431717464271
468,1.2226746538339974
469,1.264511097959398
470,1.3040604400261908
471,1.3175145309564824
472,1.3151290136198206
473,1.302319857239447
474,1.296177995515871
475,1.2756083529507967
476,1.2443733896804543
477,1.2028438566744029
478,1.185732925026594
479,1.2083256587449345
480,1.259197318285336
481,1.3285246030306992
482,1.3996592919043893
483,1.436091979936038
484,1.4309957712694863
485,1.3989133102575046
486,1.393947698020769
487,1.3964312323844474
488,1.3927605787667547
489,1.3767674563507684
490,1.3347451148889289
491,1.3049211609811293
492,1.2826310366634823
493,1.2614304958731573
494,1.245867094775379
495,1.2464278830696696
496,1.2324003507959904
497,1.2315527741155918
498,1.243280133733743
499,1.2273232986682918
500,1.1839284024958563
501,1.1406250728350211
502,1.0593005740539074
503,0.9615185283387297
504,0.8741345988854248
505,0.8041169416866805
506,0.7442208428197121
507,0.744538386148575
508,0.7840784935797782
509,0.8185233342397218
510,0.8458169035495149
511,0.8700158663610036
512,0.9106878811933873
513,0.9591407245470958
514,0.9752307966289581
515,0.9803800132513335
516,0.9753762386817939
517,0.9599248080531856
518,0.9460595975403013
519,0.9405552793138854
520,0.9305386847849851
521,0.9161943694909903
522,0.8941828991755326
523,0.8754758739176779
524,0.8639761116939559
525,0.8653680179624551
526,0.8649516595689053
527,0.868903934112376
528,0.8639708380756014
529,0.8822798998596408
530,0.8947148533782988
531,0.9038798367134471
532,0.9265426193549435
533,0.9580719478376655
534,0.9990563140320255
535,1.050152527584269
536,1.103039671714431
537,1.1302182077079794
538,1.102476270048817
539,1.05082055918157
540,1.002145318721889
541,0.9744034871927295
542,0.9709187491388713
543,0.9984775014923045
544,1.0290304897884524
545,1.060483577554035
546,1.0875441525047456
547,1.1046948212264833
548,1.116344581114227
549,1.1185426318334781
550,1.099073158189477
551,1.0748724468597481
552,1.0538979972786457
553,1.0433451426432554
554,1.0411244716753505
555,1.0580356810524585
556,1.0757608011911974
557,1.1006435745739176
558,1.1252321616870264
559,1.151768268061305
560,1.174554658417242
561,1.1824678033925387
562,1.1658470643253287
563,1.141079129953034
564,1.1145102260600985
565,1.1030383785769355
566,1.0945297059148844
567,1.088064941125508
568,1.0850327585057666
569,1.0880110512568844
570,1.0939997549645382
571,1.0911027647623197
572,1.0865559017003763
573,1.069766689806642
574,1.0431523178692412
575,1.0178741815835695
576,0.9974796438264654
577,0.9813032578647249
578,0.9860231651743808
579,0.9918125977813773
580,0.9953930746158796
581,0.9930960680076281
582,0.9845187393043257
583,0.9699063679989589
584,0.959165587180231
585,0.9324802892247281
586,0.8806592427215784
587,0.8277020632693981
588,0.7839320221495605
589,0.7549494361791326
